type,lane,startmeasure,startposition,endmeasure,endposition
0,81,5,1,5,1
1,81,5,0,5,0
1,81,5,2,5,2
1,81,6,3,6,3
1,81,6,2,6,2
0,81,6,0,6,0
1,81,6,3,6,3
0,81,7,1,7,1
0,81,7,1,7,1
1,81,7,0,7,0
1,81,7,3,7,3
1,81,8,0,8,0
0,81,8,2,8,2
1,81,8,0,8,0
1,81,8,3,8,3
0,81,8,3,8,3
0,81,9,3,9,3
0,81,9,1,9,1
1,81,9,0,9,0
1,81,10,0,10,0
1,81,10,1,10,1
0,81,10,3,10,3
1,81,10,2,10,2
0,81,10,0,10,0
0,81,11,0,11,0
0,81,11,3,11,3
1,81,11,2,11,2
0,81,12,2,12,2
1,81,12,0,12,0
0,81,12,1,12,1
1,81,12,3,12,3
1,81,12,1,12,1
0,81,13,0,13,0
0,81,13,1,13,1
0,81,13,3,13,3
0,81,14,1,14,1
0,81,14,2,14,2
1,81,15,0,15,0
1,81,15,3,15,3
0,81,15,1,15,1
0,81,15,0,15,0
0,82,0,0,0,0
0,82,0,2,0,2
0,82,0,3,0,3
0,82,1,0,1,0
0,82,1,1,1,1
0,82,2,3,2,3
0,82,2,2,2,2
1,82,2,3,2,3
1,82,2,1,2,1
1,82,3,1,3,1
1,82,3,0,3,0
0,82,3,1,3,1
0,82,3,0,3,0
1,82,4,0,4,0
1,82,4,2,4,2
0,82,4,1,4,1
0,82,4,3,4,3
1,82,5,3,5,3
1,82,5,2,5,2
1,82,5,1,5,1
0,82,5,0,5,0
0,82,5,0,5,0
0,82,6,2,6,2
0,82,6,3,6,3
1,82,6,1,6,1
1,82,6,3,6,3
0,82,7,1,7,1
0,82,7,0,7,0
0,82,8,3,8,3
1,82,8,1,8,1
1,82,8,0,8,0
0,82,8,2,8,2
0,82,9,0,9,0
0,82,9,1,9,1
1,82,9,0,9,0
1,82,9,1,9,1
0,82,10,2,10,2
0,82,10,0,10,0
0,82,11,1,11,1
0,82,11,3,11,3
0,82,11,0,11,0
1,82,12,1,12,1
0,82,12,2,12,2
1,82,12,0,12,0
0,82,13,0,13,0
0,82,13,3,13,3
1,82,13,0,13,0
1,82,13,1,13,1
0,82,14,2,14,2
0,82,14,1,14,1
0,82,15,3,15,3
0,82,15,0,15,0
0,83,0,1,0,1
1,83,0,0,0,0
0,83,0,2,0,2
1,83,0,1,0,1
1,83,1,0,1,0
0,83,1,0,1,0
1,83,1,1,1,1
1,83,2,3,2,3
1,83,2,3,2,3
0,83,2,2,2,2
0,83,2,1,2,1
0,83,2,1,2,1
0,83,3,0,3,0
1,83,4,0,4,0
0,83,4,1,4,1
1,83,4,1,4,1
1,83,4,3,4,3
1,83,4,3,4,3
1,83,5,1,5,1
1,83,5,0,5,0
1,83,5,2,5,2
0,83,5,0,5,0
1,83,5,3,5,3
1,83,6,2,6,2
1,83,6,1,6,1
0,83,6,0,6,0
1,83,6,1,6,1
0,83,6,3,6,3
0,83,7,3,7,3
0,83,7,0,7,0
1,83,8,3,8,3
0,83,8,0,8,0
0,83,8,2,8,2
0,83,9,0,9,0
0,83,9,3,9,3
1,83,9,1,9,1
1,83,10,0,10,0
0,83,10,2,10,2
0,83,10,1,10,1
0,83,11,0,11,0
1,83,11,3,11,3
0,83,12,2,12,2
1,83,12,3,12,3
0,83,12,1,12,1
1,83,13,0,13,0
0,83,13,3,13,3
0,83,14,2,14,2
1,83,14,0,14,0
1,83,15,3,15,3
0,83,15,1,15,1
1,84,0,3,0,3
0,84,0,0,0,0
0,84,0,3,0,3
1,84,1,0,1,0
0,84,1,2,1,2
0,84,2,1,2,1
1,84,2,0,2,0
0,84,2,0,2,0
1,84,3,3,3,3
0,84,3,2,3,2
1,84,4,3,4,3
0,84,4,1,4,1
0,84,4,3,4,3
1,84,4,1,4,1
1,84,5,0,5,0
0,84,5,0,5,0
0,84,5,1,5,1
1,84,6,1,6,1
1,84,6,2,6,2
1,84,6,1,6,1
1,84,7,3,7,3
1,84,7,1,7,1
1,84,7,3,7,3
1,84,7,0,7,0
1,84,7,0,7,0
1,84,7,1,7,1
1,84,8,0,8,0
1,84,8,3,8,3
1,84,8,0,8,0
1,84,9,1,9,1
1,84,9,3,9,3
1,84,9,3,9,3
1,84,9,1,9,1
1,84,9,1,9,1
1,84,10,0,10,0
1,84,10,3,10,3
1,84,10,3,10,3
1,84,10,2,10,2
1,84,10,0,10,0
1,84,11,3,11,3
1,84,11,0,11,0
1,84,11,2,11,2
1,84,11,0,11,0
1,84,12,3,12,3
1,84,12,2,12,2
1,84,12,0,12,0
1,84,12,1,12,1
1,84,12,3,12,3
1,84,12,0,12,0
1,84,12,3,12,3
1,84,13,0,13,0
1,84,13,2,13,2
1,84,13,3,13,3
1,84,13,1,13,1
1,84,13,0,13,0
1,84,14,3,14,3
1,84,14,0,14,0
1,84,14,1,14,1
1,84,14,3,14,3
1,84,14,0,14,0
1,84,15,2,15,2
1,84,15,1,15,1
1,84,15,3,15,3
1,84,15,0,15,0
1,84,15,3,15,3
1,84,15,3,15,3
1,85,0,1,0,1
1,85,0,0,0,0
1,85,0,3,0,3
1,85,0,1,0,1
1,85,0,2,0,2
1,85,0,3,0,3
1,85,0,0,0,0
1,85,1,1,1,1
1,85,1,3,1,3
1,85,1,2,1,2
1,85,2,3,2,3
1,85,2,1,2,1
1,85,2,1,2,1
1,85,2,3,2,3
1,85,2,2,2,2
1,85,2,0,2,0
1,85,2,2,2,2
1,85,2,0,2,0
1,85,3,3,3,3
1,85,3,1,3,1
1,85,3,1,3,1
1,85,3,3,3,3
1,85,3,0,3,0
1,85,3,3,3,3
1,85,4,1,4,1
1,85,4,2,4,2
1,85,4,0,4,0
1,85,4,3,4,3
1,85,4,0,4,0
1,85,4,0,4,0
1,85,4,3,4,3
1,85,5,3,5,3
1,85,5,1,5,1
1,85,5,1,5,1
1,85,5,2,5,2
1,85,5,0,5,0
1,85,5,1,5,1
1,85,6,3,6,3
1,85,6,0,6,0
0,85,6,1,6,1
1,85,6,3,6,3
1,85,6,2,6,2
1,85,6,2,6,2
0,85,7,1,7,1
1,85,7,3,7,3
1,85,7,0,7,0
1,85,7,3,7,3
1,85,7,0,7,0
1,85,7,3,7,3
1,85,8,1,8,1
0,85,8,2,8,2
1,85,8,3,8,3
1,85,8,0,8,0
1,85,8,3,8,3
0,85,9,3,9,3
1,85,9,1,9,1
1,85,9,0,9,0
1,85,9,1,9,1
1,85,10,0,10,0
0,85,10,3,10,3
1,85,10,1,10,1
0,85,11,2,11,2
1,85,11,1,11,1
1,85,11,0,11,0
0,85,12,3,12,3
1,85,12,1,12,1
1,85,12,0,12,0
1,85,12,1,12,1
1,85,12,0,12,0
1,85,13,1,13,1
1,85,13,2,13,2
0,85,13,3,13,3
1,85,13,1,13,1
1,85,13,1,13,1
1,85,14,3,14,3
1,85,14,1,14,1
1,85,14,0,14,0
1,85,14,2,14,2
1,85,14,1,14,1
1,85,15,2,15,2
1,85,15,0,15,0
1,85,15,3,15,3
1,85,15,3,15,3
1,85,15,0,15,0
1,85,15,2,15,2
1,86,0,0,0,0
1,86,0,3,0,3
1,86,0,1,0,1
1,86,0,3,0,3
1,86,0,1,0,1
1,86,0,3,0,3
1,86,1,1,1,1
1,86,1,0,1,0
1,86,1,0,1,0
1,86,1,3,1,3
1,86,1,3,1,3
1,86,1,0,1,0
1,86,2,1,2,1
1,86,2,2,2,2
1,86,2,1,2,1
1,86,2,2,2,2
1,86,3,1,3,1
1,86,3,1,3,1
1,86,3,0,3,0
1,86,3,3,3,3
1,86,3,1,3,1
1,86,4,3,4,3
1,86,4,2,4,2
1,86,4,0,4,0
1,86,4,3,4,3
1,86,4,3,4,3
1,86,5,2,5,2
1,86,5,1,5,1
1,86,5,3,5,3
1,86,6,3,6,3
0,86,6,1,6,1
1,86,6,3,6,3
1,86,6,0,6,0
1,86,6,0,6,0
1,86,6,1,6,1
0,86,7,1,7,1
0,86,7,0,7,0
0,86,8,0,8,0
1,86,8,1,8,1
1,86,8,3,8,3
0,86,9,1,9,1
1,86,9,1,9,1
1,86,9,3,9,3
0,86,9,0,9,0
0,86,10,1,10,1
0,86,10,3,10,3
0,86,11,2,11,2
0,86,11,0,11,0
1,86,12,1,12,1
1,86,12,3,12,3
0,86,12,0,12,0
0,86,12,1,12,1
1,86,13,1,13,1
1,86,13,3,13,3
0,86,13,0,13,0
0,86,14,1,14,1
0,86,14,3,14,3
0,86,14,1,14,1
0,86,15,2,15,2
0,86,15,0,15,0
1,87,0,3,0,3
0,87,0,0,0,0
0,87,0,1,0,1
1,87,0,1,0,1
0,87,1,0,1,0
1,87,1,3,1,3
1,87,1,3,1,3
1,87,1,1,1,1
1,87,2,1,2,1
1,87,2,2,2,2
1,87,2,3,2,3
0,87,2,0,2,0
0,87,3,1,3,1
0,87,3,3,3,3
0,87,3,0,3,0
1,87,4,2,4,2
0,87,4,0,4,0
1,87,5,1,5,1
1,87,5,3,5,3
0,87,5,2,5,2
1,87,6,1,6,1
1,87,6,0,6,0
1,87,6,3,6,3
0,87,6,0,6,0
0,87,7,3,7,3
0,87,7,1,7,1
0,87,7,2,7,2
1,87,8,3,8,3
0,87,8,0,8,0
1,87,9,1,9,1
0,87,9,3,9,3
1,87,9,0,9,0
1,87,10,2,10,2
1,87,10,1,10,1
1,87,10,0,10,0
0,87,10,3,10,3
0,87,11,3,11,3
0,87,11,0,11,0
0,87,11,1,11,1
1,87,12,0,12,0
0,87,12,3,12,3
1,87,13,1,13,1
1,87,13,2,13,2
0,87,13,1,13,1
0,87,13,0,13,0
1,87,14,3,14,3
0,87,14,1,14,1
1,87,14,0,14,0
1,87,14,3,14,3
0,87,15,2,15,2
0,87,15,1,15,1
0,87,15,0,15,0
0,88,0,1,0,1
1,88,1,0,1,0
1,88,1,3,1,3
0,88,1,2,1,2
1,88,1,3,1,3
1,88,2,1,2,1
0,88,2,3,2,3
1,88,2,0,2,0
1,88,2,0,2,0
0,88,2,3,2,3
0,88,3,1,3,1
0,88,3,2,3,2
0,88,4,3,4,3
0,88,4,3,4,3
0,88,5,1,5,1
0,88,5,2,5,2
1,88,5,0,5,0
1,88,5,0,5,0
1,88,5,1,5,1
0,88,6,1,6,1
1,88,6,0,6,0
1,88,6,3,6,3
1,88,6,3,6,3
1,88,6,0,6,0
0,88,7,2,7,2
0,88,7,1,7,1
0,88,8,1,8,1
0,88,9,1,9,1
0,88,10,1,10,1
0,88,10,2,10,2
1,88,11,3,11,3
0,88,11,1,11,1
1,88,12,3,12,3
0,88,12,1,12,1
1,88,12,2,12,2
1,88,12,3,12,3
1,88,12,2,12,2
0,88,13,1,13,1
0,88,14,1,14,1
0,88,14,2,14,2
0,88,15,3,15,3
1,88,15,3,15,3
1,89,0,3,0,3
1,89,0,1,0,1
0,89,0,1,0,1
1,89,0,3,0,3
1,89,0,1,0,1
0,89,1,2,1,2
0,89,2,3,2,3
0,89,2,1,2,1
1,89,3,0,3,0
0,89,3,2,3,2
0,89,4,3,4,3
1,89,4,0,4,0
1,89,4,1,4,1
1,89,4,1,4,1
1,89,4,0,4,0
0,89,5,2,5,2
0,89,6,3,6,3
0,89,6,3,6,3
0,89,6,1,6,1
1,89,7,0,7,0
0,89,7,1,7,1
0,89,8,3,8,3
0,89,8,2,8,2
1,89,8,1,8,1
1,89,8,0,8,0
1,89,8,1,8,1
1,89,8,0,8,0
0,89,9,1,9,1
0,89,10,3,10,3
0,89,10,2,10,2
0,89,10,1,10,1
0,89,10,0,10,0
0,89,11,1,11,1
1,89,12,3,12,3
1,89,12,0,12,0
0,89,12,1,12,1
0,89,12,2,12,2
1,89,13,3,13,3
1,89,13,0,13,0
1,89,14,0,14,0
1,89,14,3,14,3
0,89,14,3,14,3
0,89,14,2,14,2
0,89,14,0,14,0
0,89,14,1,14,1
0,89,14,1,14,1
1,90,2,3,2,3
1,90,2,0,2,0
1,90,6,0,6,0
0,90,6,3,6,3
1,90,6,0,6,0
1,90,7,0,7,0
1,90,7,0,7,0
1,90,8,1,8,1
1,90,8,1,8,1
1,90,9,1,9,1
1,90,9,1,9,1
1,90,10,2,10,2
1,90,10,2,10,2
1,90,12,3,12,3
0,90,12,0,12,0
1,90,12,3,12,3
1,90,14,2,14,2
0,90,14,1,14,1
0,90,14,0,14,0
1,90,14,2,14,2
1,91,0,1,0,1
1,91,0,1,0,1
0,91,2,3,2,3
1,91,2,0,2,0
1,91,2,0,2,0
1,91,4,3,4,3
0,91,4,1,4,1
0,91,4,0,4,0
1,91,4,3,4,3
1,91,6,2,6,2
1,91,6,2,6,2
1,91,7,1,7,1
1,91,7,1,7,1
1,91,8,1,8,1
0,91,8,2,8,2
0,91,8,3,8,3
1,91,8,1,8,1
1,91,9,0,9,0
1,91,9,0,9,0
1,91,10,0,10,0
0,91,10,1,10,1
0,91,10,3,10,3
1,91,10,0,10,0
1,91,12,3,12,3
1,91,12,3,12,3
1,91,14,1,14,1
0,91,14,3,14,3
0,91,14,0,14,0
1,91,14,1,14,1
1,92,0,0,0,0
1,92,0,0,0,0
0,92,2,0,2,0
0,92,2,0,2,0
1,92,2,3,2,3
1,92,2,3,2,3
0,92,3,1,3,1
0,92,3,1,3,1
1,92,4,3,4,3
0,92,4,0,4,0
0,92,4,0,4,0
1,92,4,3,4,3
0,92,5,1,5,1
0,92,5,1,5,1
1,92,6,2,6,2
0,92,6,0,6,0
0,92,6,0,6,0
1,92,6,2,6,2
1,92,7,3,7,3
1,92,7,3,7,3
1,92,8,1,8,1
1,92,8,1,8,1
1,92,9,3,9,3
1,92,9,3,9,3
1,92,10,1,10,1
1,92,10,1,10,1
1,92,11,2,11,2
1,92,11,2,11,2
1,92,12,0,12,0
0,92,12,3,12,3
1,92,12,0,12,0
1,92,13,1,13,1
1,92,13,1,13,1
1,92,14,0,14,0
0,92,14,1,14,1
0,92,14,2,14,2
1,92,14,0,14,0
1,92,15,1,15,1
1,92,15,1,15,1
1,93,0,0,0,0
0,93,0,2,0,2
0,93,0,3,0,3
1,93,0,0,0,0
1,93,1,1,1,1
1,93,1,1,1,1
0,93,2,3,2,3
0,93,2,2,2,2
1,93,2,0,2,0
1,93,2,0,2,0
1,93,3,0,3,0
1,93,3,0,3,0
0,93,4,3,4,3
0,93,4,2,4,2
1,93,4,1,4,1
1,93,4,1,4,1
1,93,5,0,5,0
1,93,5,0,5,0
1,93,6,0,6,0
0,93,6,2,6,2
0,93,6,3,6,3
0,93,6,3,6,3
1,93,6,0,6,0
1,93,8,3,8,3
1,93,8,2,8,2
0,93,8,1,8,1
1,93,8,3,8,3
1,93,8,2,8,2
0,93,9,0,9,0
1,93,10,2,10,2
1,93,10,1,10,1
0,93,10,0,10,0
1,93,10,2,10,2
1,93,10,1,10,1
1,93,12,1,12,1
0,93,12,3,12,3
1,93,12,1,12,1
1,93,12,1,12,1
1,93,12,1,12,1
1,93,14,1,14,1
0,93,14,3,14,3
1,93,14,0,14,0
0,93,14,2,14,2
0,93,14,3,14,3
0,94,0,1,0,1
0,94,1,2,1,2
1,94,2,1,2,1
0,94,2,3,2,3
0,94,2,3,2,3
1,94,2,0,2,0
0,94,2,2,2,2
0,94,3,1,3,1
0,94,3,1,3,1
0,94,4,0,4,0
0,94,4,0,4,0
0,94,5,3,5,3
0,94,5,3,5,3
0,94,6,0,6,0
0,94,6,0,6,0
0,94,6,2,6,2
1,94,6,1,6,1
1,94,6,1,6,1
1,94,7,1,7,1
1,94,7,1,7,1
1,94,8,2,8,2
1,94,8,2,8,2
1,94,9,3,9,3
1,94,9,3,9,3
1,94,10,3,10,3
1,94,10,3,10,3
0,94,12,2,12,2
0,94,12,0,12,0
0,94,12,0,12,0
1,94,12,3,12,3
1,94,12,3,12,3
1,94,14,1,14,1
1,94,14,1,14,1
1,95,0,3,0,3
1,95,0,3,0,3
0,95,2,0,2,0
1,95,2,1,2,1
0,95,2,0,2,0
0,95,2,2,2,2
1,95,2,1,2,1
0,95,4,1,4,1
0,95,4,0,4,0
0,95,4,3,4,3
1,95,4,3,4,3
1,95,4,3,4,3
1,95,6,2,6,2
1,95,6,2,6,2
1,95,7,1,7,1
1,95,7,1,7,1
1,95,8,1,8,1
1,95,8,1,8,1
1,95,9,0,9,0
1,95,9,0,9,0
1,95,10,0,10,0
0,95,10,1,10,1
0,95,10,2,10,2
0,95,10,3,10,3
1,95,10,0,10,0
1,95,12,3,12,3
1,95,12,3,12,3
1,95,14,0,14,0
0,95,14,1,14,1
0,95,14,1,14,1
0,95,14,2,14,2
1,95,14,0,14,0
1,96,0,3,0,3
1,96,0,3,0,3
0,96,2,0,2,0
0,96,2,1,2,1
1,96,2,0,2,0
1,96,2,0,2,0
0,96,3,2,3,2
0,96,3,3,3,3
0,96,3,3,3,3
1,96,4,1,4,1
0,96,4,1,4,1
0,96,4,0,4,0
1,96,4,1,4,1
0,96,5,2,5,2
0,96,5,3,5,3
1,96,6,3,6,3
0,96,6,0,6,0
0,96,6,0,6,0
1,96,6,1,6,1
1,96,6,3,6,3
1,96,7,1,7,1
1,96,7,1,7,1
1,96,8,0,8,0
1,96,8,1,8,1
1,96,8,2,8,2
1,96,8,2,8,2
1,96,9,1,9,1
1,96,9,1,9,1
1,96,10,0,10,0
1,96,10,1,10,1
1,96,10,0,10,0
1,96,10,1,10,1
1,96,11,0,11,0
1,96,11,0,11,0
0,96,12,3,12,3
0,96,12,2,12,2
0,96,12,3,12,3
1,96,12,1,12,1
1,96,12,0,12,0
1,96,12,1,12,1
1,96,13,0,13,0
1,96,13,0,13,0
1,96,13,0,13,0
1,96,14,1,14,1
0,96,14,3,14,3
1,96,14,1,14,1
1,96,15,0,15,0
1,96,15,0,15,0
0,97,0,3,0,3
1,97,0,1,0,1
1,97,0,1,0,1
0,97,0,3,0,3
1,97,0,0,0,0
0,97,0,2,0,2
1,97,0,1,0,1
1,97,1,0,1,0
1,97,1,0,1,0
1,97,2,1,2,1
0,97,2,3,2,3
0,97,2,2,2,2
0,97,2,3,2,3
1,97,2,1,2,1
1,97,3,1,3,1
1,97,3,0,3,0
1,97,3,0,3,0
1,97,4,3,4,3
1,97,4,0,4,0
0,97,4,1,4,1
0,97,4,2,4,2
1,97,4,1,4,1
1,97,4,1,4,1
1,97,5,3,5,3
1,97,5,0,5,0
1,97,6,2,6,2
1,97,6,1,6,1
0,97,6,1,6,1
1,97,6,3,6,3
1,97,6,0,6,0
1,97,7,1,7,1
1,97,7,2,7,2
1,97,8,3,8,3
1,97,8,0,8,0
1,97,8,1,8,1
0,97,8,2,8,2
0,97,8,1,8,1
1,97,9,0,9,0
1,97,9,3,9,3
1,97,9,3,9,3
1,97,9,0,9,0
1,97,9,1,9,1
1,97,10,3,10,3
1,97,10,1,10,1
1,97,10,0,10,0
1,97,10,1,10,1
1,97,10,2,10,2
1,97,10,0,10,0
1,97,10,3,10,3
1,97,10,3,10,3
1,97,10,1,10,1
1,97,10,0,10,0
1,97,11,1,11,1
1,97,11,2,11,2
1,97,12,3,12,3
1,97,12,0,12,0
1,97,12,1,12,1
1,97,12,2,12,2
1,97,12,1,12,1
1,97,12,2,12,2
1,97,12,1,12,1
1,97,13,3,13,3
1,97,13,3,13,3
1,97,13,0,13,0
1,97,13,1,13,1
1,97,13,0,13,0
1,97,14,2,14,2
1,97,14,3,14,3
0,97,14,1,14,1
1,97,14,0,14,0
1,97,14,3,14,3
1,97,15,2,15,2
0,97,15,0,15,0
1,98,0,3,0,3
0,98,0,1,0,1
0,98,0,1,0,1
1,98,1,0,1,0
0,98,1,0,1,0
1,98,1,3,1,3
0,98,1,2,1,2
0,98,2,3,2,3
0,98,2,3,2,3
0,98,2,1,2,1
1,98,2,1,2,1
1,98,2,0,2,0
1,98,3,1,3,1
1,98,3,0,3,0
1,98,3,0,3,0
1,98,3,2,3,2
1,98,4,0,4,0
1,98,4,2,4,2
1,98,4,1,4,1
1,98,4,3,4,3
1,98,5,3,5,3
1,98,5,1,5,1
1,98,5,0,5,0
1,98,5,1,5,1
1,98,5,3,5,3
1,98,6,0,6,0
1,98,6,3,6,3
1,98,6,0,6,0
1,98,6,2,6,2
1,98,6,1,6,1
1,98,7,0,7,0
1,98,7,3,7,3
1,98,7,3,7,3
1,98,7,1,7,1
1,98,7,1,7,1
1,98,7,0,7,0
1,98,8,3,8,3
1,98,8,1,8,1
1,98,8,0,8,0
1,98,8,0,8,0
1,98,8,1,8,1
1,98,9,1,9,1
1,98,9,0,9,0
1,98,9,3,9,3
1,98,9,3,9,3
1,98,9,1,9,1
1,98,10,0,10,0
1,98,10,1,10,1
1,98,10,3,10,3
1,98,10,1,10,1
1,98,10,0,10,0
1,98,11,3,11,3
1,98,11,3,11,3
1,98,11,1,11,1
1,98,11,0,11,0
1,98,11,0,11,0
1,98,12,1,12,1
1,98,12,0,12,0
1,98,12,0,12,0
1,98,12,1,12,1
1,98,12,3,12,3
1,98,12,3,12,3
1,98,13,0,13,0
1,98,13,0,13,0
1,98,13,1,13,1
1,98,13,3,13,3
1,98,13,1,13,1
1,98,13,2,13,2
1,98,14,3,14,3
1,98,14,3,14,3
1,98,14,1,14,1
1,98,14,2,14,2
1,98,14,0,14,0
1,98,14,0,14,0
1,98,15,1,15,1
1,98,15,2,15,2
1,98,15,1,15,1
1,98,15,3,15,3
1,98,15,0,15,0
1,98,15,0,15,0
1,99,0,0,0,0
1,99,0,1,0,1
1,99,0,1,0,1
1,99,0,2,0,2
1,99,0,3,0,3
1,99,0,3,0,3
1,99,1,1,1,1
1,99,1,0,1,0
1,99,1,1,1,1
1,99,1,3,1,3
1,99,1,3,1,3
1,99,1,0,1,0
1,99,2,2,2,2
1,99,2,3,2,3
1,99,2,3,2,3
1,99,2,0,2,0
1,99,2,1,2,1
1,99,2,1,2,1
1,99,3,3,3,3
1,99,3,2,3,2
1,99,3,3,3,3
1,99,3,0,3,0
1,99,3,0,3,0
1,99,3,1,3,1
1,99,4,1,4,1
1,99,4,2,4,2
1,99,4,3,4,3
1,99,4,1,4,1
1,99,4,0,4,0
1,99,4,0,4,0
1,99,5,1,5,1
1,99,5,2,5,2
1,99,5,0,5,0
1,99,5,3,5,3
1,99,5,3,5,3
1,99,5,0,5,0
1,99,6,1,6,1
1,99,6,3,6,3
1,99,6,3,6,3
1,99,6,0,6,0
1,99,6,0,6,0
1,99,7,2,7,2
1,99,7,1,7,1
1,99,7,0,7,0
1,99,7,3,7,3
1,99,7,1,7,1
1,99,8,2,8,2
1,99,8,0,8,0
1,99,8,1,8,1
1,99,8,3,8,3
1,99,8,0,8,0
1,99,9,3,9,3
1,99,9,1,9,1
1,99,9,1,9,1
1,99,9,0,9,0
1,99,9,3,9,3
1,99,10,1,10,1
1,99,10,1,10,1
1,99,10,3,10,3
1,99,10,2,10,2
1,99,11,1,11,1
1,99,11,3,11,3
1,99,11,2,11,2
1,99,11,0,11,0
1,99,12,3,12,3
1,99,12,0,12,0
1,99,12,1,12,1
1,99,12,2,12,2
1,99,12,1,12,1
1,99,12,0,12,0
1,99,13,1,13,1
1,99,13,2,13,2
1,99,13,0,13,0
1,99,13,3,13,3
1,99,13,1,13,1
1,99,13,0,13,0
1,99,14,3,14,3
1,99,14,1,14,1
1,99,14,0,14,0
1,99,14,0,14,0
1,99,14,1,14,1
1,99,14,3,14,3
1,99,15,0,15,0
1,99,15,2,15,2
1,99,15,1,15,1
1,99,15,3,15,3
1,99,15,0,15,0
1,100,0,2,0,2
1,100,0,0,0,0
1,100,0,0,0,0
1,100,0,3,0,3
1,100,0,1,0,1
1,100,1,1,1,1
1,100,1,3,1,3
1,100,1,0,1,0
1,100,1,3,1,3
1,100,1,1,1,1
1,100,2,3,2,3
1,100,2,1,2,1
1,100,2,0,2,0
1,100,2,2,2,2
1,100,3,0,3,0
1,100,3,3,3,3
1,100,3,2,3,2
1,100,3,1,3,1
1,100,3,0,3,0
1,100,4,3,4,3
1,100,4,1,4,1
1,100,4,0,4,0
1,100,4,3,4,3
1,100,4,1,4,1
1,100,4,2,4,2
1,100,5,0,5,0
1,100,5,1,5,1
1,100,5,2,5,2
1,100,5,3,5,3
1,100,5,3,5,3
1,100,5,1,5,1
1,100,5,0,5,0
1,100,6,2,6,2
1,100,6,3,6,3
1,100,6,1,6,1
1,100,6,1,6,1
1,100,6,3,6,3
1,100,6,0,6,0
1,100,6,0,6,0
1,100,7,1,7,1
1,100,7,2,7,2
1,100,7,3,7,3
1,100,7,0,7,0
1,100,7,3,7,3
1,100,7,0,7,0
1,100,8,3,8,3
1,100,8,2,8,2
1,100,8,0,8,0
1,100,8,3,8,3
1,100,8,0,8,0
1,100,9,2,9,2
1,100,9,3,9,3
1,100,9,0,9,0
1,100,9,1,9,1
1,100,9,3,9,3
1,100,10,0,10,0
1,100,10,3,10,3
1,100,10,3,10,3
1,100,10,1,10,1
1,100,10,1,10,1
1,100,10,0,10,0
1,100,11,0,11,0
1,100,11,3,11,3
1,100,11,1,11,1
1,100,11,3,11,3
1,100,11,1,11,1
1,100,11,2,11,2
1,100,12,0,12,0
1,100,12,0,12,0
1,100,12,2,12,2
1,100,12,3,12,3
1,100,12,1,12,1
1,100,13,0,13,0
1,100,13,0,13,0
1,100,13,1,13,1
1,100,13,3,13,3
1,100,13,1,13,1
1,100,14,3,14,3
1,100,14,0,14,0
1,100,14,0,14,0
1,100,14,1,14,1
1,100,14,1,14,1
1,100,14,3,14,3
1,100,15,0,15,0
1,100,15,0,15,0
1,100,15,3,15,3
1,100,15,1,15,1
1,100,15,1,15,1
1,100,15,3,15,3
1,101,0,3,0,3
1,101,0,0,0,0
1,101,0,3,0,3
1,101,0,1,0,1
1,101,0,1,0,1
1,101,1,0,1,0
1,101,1,3,1,3
1,101,1,1,1,1
1,101,1,3,1,3
1,101,1,0,1,0
1,101,2,0,2,0
1,101,2,1,2,1
1,101,2,3,2,3
1,101,2,3,2,3
1,101,2,1,2,1
1,101,2,0,2,0
1,101,3,2,3,2
1,101,3,0,3,0
1,101,3,1,3,1
1,101,3,1,3,1
1,101,3,3,3,3
1,101,3,0,3,0
1,101,4,0,4,0
1,101,4,1,4,1
1,101,4,2,4,2
1,101,4,0,4,0
1,101,4,1,4,1
1,101,4,3,4,3
1,101,5,3,5,3
1,101,5,2,5,2
1,101,5,1,5,1
1,101,5,3,5,3
1,101,5,1,5,1
1,101,5,0,5,0
1,101,6,1,6,1
1,101,6,2,6,2
1,101,6,3,6,3
1,101,6,0,6,0
1,101,6,3,6,3
1,101,6,0,6,0
1,101,7,1,7,1
1,101,7,2,7,2
1,101,7,1,7,1
1,101,7,3,7,3
1,101,7,0,7,0
1,101,7,0,7,0
1,101,8,2,8,2
1,101,8,0,8,0
1,101,8,1,8,1
1,101,8,1,8,1
1,101,8,3,8,3
1,101,9,1,9,1
1,101,9,2,9,2
1,101,9,0,9,0
1,101,9,3,9,3
1,101,9,0,9,0
1,101,10,1,10,1
1,101,10,0,10,0
1,101,10,3,10,3
1,101,10,2,10,2
1,101,10,1,10,1
1,101,10,0,10,0
1,101,11,1,11,1
1,101,11,0,11,0
1,101,11,3,11,3
1,101,11,1,11,1
1,101,11,3,11,3
1,101,11,0,11,0
1,101,12,1,12,1
1,101,12,3,12,3
1,101,12,0,12,0
1,101,12,1,12,1
1,101,12,3,12,3
1,101,12,0,12,0
1,101,13,3,13,3
1,101,13,0,13,0
1,101,13,1,13,1
1,101,13,0,13,0
1,101,13,1,13,1
1,101,13,2,13,2
1,101,13,3,13,3
1,101,14,1,14,1
1,101,14,3,14,3
1,101,14,0,14,0
1,101,14,2,14,2
1,101,14,3,14,3
1,101,14,1,14,1
1,101,14,0,14,0
1,101,15,3,15,3
1,101,15,2,15,2
1,101,15,3,15,3
1,101,15,0,15,0
1,101,15,1,15,1
1,102,0,0,0,0
1,102,0,1,0,1
1,102,0,3,0,3
